Year;Month;Country;"US$ FOB";"Net Weight"
2021;02;Bahamas;66;9
2021;11;Italy;62;14
2021;02;Barbados;60;11
2021;01;Portugal;56;14
2021;03;Turkey;55;118
2021;02;Greece;55;20
2021;07;Thailand;54;10
2021;10;Switzerland;53;12
2021;08;France;53;8
2021;08;Guyana;52;18
2021;05;Japan;52;17
2021;03;"Antigua and Barbuda";48;9
2021;03;"Saint Vicent and the Granadines";48;8
2021;08;Switzerland;47;12
2021;11;Afghanistan;46;11
2021;09;Montenegro;46;10
2021;07;Cyprus;45;17
2021;08;Portugal;44;43
2021;04;Netherlands;44;8
2021;09;Japan;43;19
2021;01;Bahamas;41;23
2021;09;Italy;40;11
2021;05;Greece;39;13
2021;06;Portugal;38;36
2021;12;Switzerland;38;18
2021;01;Australia;37;6
2021;05;Philippines;36;40
2021;06;Germany;36;9
2021;04;Denmark;34;13
2021;03;Belgium;34;6
2021;08;Philippines;34;4
2021;07;Japan;33;13
2021;12;"French Guyana";32;90
2021;04;Greece;32;18
2021;08;Barbados;32;10
2021;11;Philippines;32;9
2021;08;Thailand;32;6
2021;05;Bahrein;31;200
2021;12;Brazil;31;26
2021;11;Netherlands;30;10
2021;03;Philippines;29;9
2021;03;Switzerland;28;67
2021;08;"South Korea";26;10
2021;10;Denmark;25;9
2021;05;Norway;25;6
2021;06;Swaziland;24;10
2021;05;"Cayman Islands";24;8
2021;04;Bahrein;23;8
2021;04;France;21;18
2021;07;Switzerland;21;5
2021;08;Bangladesh;20;2
2021;08;"Cayman Islands";19;12
2021;12;Montenegro;19;4
2021;04;"Cayman Islands";19;1
2021;02;Denmark;16;6
2021;10;Brazil;15;5
2021;07;"Antigua and Barbuda";13;9
2021;11;Argentina;13;6
2021;07;"South Korea";10;4
2021;12;"Cayman Islands";10;2
2021;01;"South Korea";9;4
2021;12;India;9;2
2021;10;Chile;5;19
2021;06;"South Korea";5;2
2021;07;Philippines;5;2
2021;06;Barbados;4;2
2021;08;Denmark;4;0
2021;05;Mexico;2;9
2021;06;Qatar;2;1
2021;11;Chile;1;7
2020;07;Paraguay;772852;694053
2020;09;Paraguay;676545;577150
2020;08;Paraguay;506870;493823
2020;06;Paraguay;483476;402892
2020;10;Paraguay;297096;240340
2020;12;Paraguay;255986;213045
2020;05;Paraguay;231087;187860
2020;03;Paraguay;174438;128273
2020;11;Paraguay;157152;124504
2020;02;Paraguay;137942;101430
2020;10;Haiti;99424;84710
2020;01;Paraguay;98105;76260
2020;03;China;88466;18054
2020;04;Haiti;83932;70896
2020;08;"United States";81225;39075
2020;04;Paraguay;76934;59037
2020;01;"United States";72926;30016
2020;11;Haiti;67936;60870
2020;02;Haiti;67584;63360
2020;12;Haiti;64294;51360
2020;07;"United States";54938;28206
2020;12;China;51852;15214
2020;10;"United States";50778;27576
2020;09;"United States";50272;27432
2020;01;China;48354;12803
2020;08;China;47773;39350
2020;06;"United States";43617;15003
2020;07;China;41973;8201
2020;01;France;40989;9001
2020;08;Haiti;38734;33432
2020;02;"United States";38716;9807
2020;12;"United States";34955;27621
2020;04;"United States";28056;12474
2020;06;Switzerland;27775;2801
2020;06;Haiti;27500;14700
2020;08;Japan;27425;12455
2020;10;China;26886;7655
2020;06;Japan;24271;7743
2020;12;Colombia;23780;15660
2020;05;China;22939;6377
2020;05;Japan;21595;9576
2020;06;"Hong Kong";20038;7955
2020;08;Curaçao;20001;11118
2020;01;"United Kingdom";18230;4059
2020;04;China;17832;8038
2020;02;"United Kingdom";17155;3864
2020;11;"United States";16562;4226
2020;01;Japan;15685;4726
2020;04;Nigeria;14963;4726
2020;06;Bolivia;14625;9000
2020;03;Curaçao;14578;10710
2020;09;"United Kingdom";14242;4998
2020;04;"United Kingdom";13968;3663
2020;12;Guatemala;13643;5433
2020;07;Ghana;13571;11160
2020;12;Curaçao;13032;11152
2020;05;"United States";12960;8136
2020;09;Curaçao;12618;10755
2020;05;Germany;12325;2411
2020;01;Portugal;11953;2501
2020;06;Germany;11737;1359
2020;02;Portugal;11086;2280
2020;02;Norway;10821;938
2020;08;"United Kingdom";10742;1419
2020;03;Haiti;10080;9450
2020;07;Haiti;9408;8820
2020;06;China;9020;2725
2020;01;Russia;8550;1463
2020;03;Canada;8212;1640
2020;03;"United States";8159;1720
2020;12;France;7662;2019
2020;12;Venezuela;7524;2286
2020;02;Belgium;7490;909
2020;11;Germany;6590;1825
2020;07;Nigeria;6588;4039
2020;10;"Sierra Leone";6426;5400
2020;04;Belgium;6061;900
2020;02;Curaçao;5758;4230
2020;09;France;5358;900
2020;02;Luxembourg;5012;1080
2020;11;Nigeria;4963;3330
2020;05;"Czech Republic";4805;564
2020;02;China;4730;3061
2020;01;Ghana;4501;4050
2020;08;Guatemala;4451;1430
2020;12;Portugal;4117;1172
2020;03;Ghana;3955;3600
2020;03;"Hong Kong";3862;617
2020;05;Ecuador;3824;3780
2020;11;"Sierra Leone";3685;2700
2020;05;Panama;3678;1022
2020;06;Belgium;3456;1080
2020;03;Australia;3413;1013
2020;04;Argentina;3094;858
2020;07;Belgium;2992;108
2020;12;Panama;2982;1120
2020;10;Suriname;2859;2385
2020;10;Taiwan;2824;560
2020;07;Panama;2701;981
2020;10;Panama;2503;840
2020;06;"Marshall Islands";2448;638
2020;11;"Hong Kong";2426;757
2020;03;Suriname;2418;1800
2020;01;"Marshall Islands";2322;348
2020;04;Panama;2311;1058
2020;09;Venezuela;2284;1800
2020;01;Haiti;2261;1530
2020;12;Liberia;2175;622
2020;06;Panama;2126;873
2020;12;Guyana;2105;753
2020;10;"Marshall Islands";2039;603
2020;03;"United Kingdom";1998;217
2020;06;Liberia;1966;520
2020;06;France;1812;504
2020;04;Taiwan;1798;384
2020;09;Panama;1794;607
2020;05;Liberia;1788;438
2020;10;"United Kingdom";1773;357
2020;03;Panama;1771;732
2020;04;"Marshall Islands";1727;412
2020;11;"Marshall Islands";1720;527
2020;11;Panama;1662;766
2020;08;Panama;1643;645
2020;10;"Hong Kong";1634;488
2020;08;"Marshall Islands";1579;359
2020;07;Norway;1577;154
2020;06;Portugal;1573;351
2020;08;"Hong Kong";1572;667
2020;01;"Hong Kong";1537;303
2020;05;"Sierra Leone";1516;1080
2020;12;"Hong Kong";1480;836
2020;07;"Marshall Islands";1474;529
2020;02;Liberia;1474;360
2020;04;Malta;1463;308
2020;02;"Sierra Leone";1424;60
2020;01;Panama;1421;488
2020;04;Liberia;1406;592
2020;05;"Hong Kong";1404;370
2020;01;Singapore;1403;679
2020;07;Bolivia;1400;900
2020;04;"Hong Kong";1392;638
2020;07;Liberia;1381;326
2020;07;"Hong Kong";1352;530
2020;11;Liberia;1347;355
2020;09;"United Arab Emirates";1301;338
2020;05;Malta;1279;577
2020;10;Liberia;1242;514
2020;11;Denmark;1199;450
2020;05;"Marshall Islands";1188;336
2020;03;Bahamas;1174;252
2020;12;"Marshall Islands";1157;284
2020;02;Singapore;1148;296
2020;09;"Marshall Islands";1136;625
2020;01;Argentina;1069;153
2020;08;Liberia;1064;329
2020;02;"Hong Kong";1051;275
2020;07;Portugal;1027;302
2020;06;Singapore;1008;326
2020;10;France;1002;157
2020;09;"Hong Kong";991;286
2020;04;Portugal;988;232
2020;07;Malta;965;278
2020;02;Panama;919;187
2020;11;Portugal;918;420
2020;08;Malta;906;343
2020;03;"Marshall Islands";886;320
2020;12;Malta;883;546
2020;07;Singapore;877;229
2020;12;"United Arab Emirates";867;225
2020;03;Portugal;833;240
2020;10;Portugal;825;252
2020;09;Liberia;783;265
2020;01;Liberia;782;195
2020;12;Cyprus;747;322
2020;05;Singapore;741;193
2020;09;Malta;737;215
2020;05;Norway;724;228
2020;06;Malta;704;258
2020;11;Philippines;674;329
2020;10;Malta;658;229
2020;06;"United Kingdom";625;265
2020;03;Liberia;625;216
2020;12;"Antigua and Barbuda";615;102
2020;08;Bahamas;606;206
2020;08;Singapore;592;210
2020;04;Japan;592;200
2020;09;China;592;57
2020;12;Greece;578;96
2020;02;"Marshall Islands";573;127
2020;03;Singapore;549;181
2020;11;Malta;527;248
2020;12;Norway;522;118
2020;11;Cyprus;506;66
2020;08;Portugal;505;136
2020;06;Netherlands;503;78
2020;07;Cyprus;486;161
2020;06;Cyprus;470;155
2020;01;Denmark;453;48
2020;08;Cyprus;445;145
2020;11;Greece;436;19
2020;10;Singapore;430;63
2020;07;Japan;402;69
2020;03;Netherlands;401;33
2020;04;Singapore;375;192
2020;09;Belgium;369;150
2020;05;Vietnam;350;9
2020;09;Portugal;347;77
2020;11;China;331;68
2020;09;Singapore;326;577
2020;11;Bahamas;324;82
2020;03;France;322;40
2020;09;Greece;321;97
2020;11;Japan;321;78
2020;04;Greece;317;123
2020;12;Bahamas;308;78
2020;08;Norway;301;30
2020;09;Japan;300;40
2020;05;Bahamas;294;126
2020;09;"New Zealand";281;36
2020;01;Norway;271;91
2020;04;Cyprus;271;61
2020;12;Thailand;268;28
2020;08;Germany;258;39
2020;10;Ireland;258;30
2020;06;Norway;251;27
2020;04;Bahamas;248;96
2020;05;Greece;244;69
2020;09;Germany;242;89
2020;12;Singapore;240;125
2020;11;Guyana;240;120
2020;10;Cyprus;235;42
2020;03;Germany;231;42
2020;07;Philippines;229;86
2020;12;Germany;229;19
2020;09;"Antigua and Barbuda";227;273
2020;10;Mexico;226;26
2020;06;Canada;219;32
2020;01;Malta;216;28
2020;11;Thailand;210;46
2020;05;Philippines;202;57
2020;01;Greece;202;39
2020;12;"United Kingdom";199;57
2020;09;Norway;199;32
2020;11;Norway;185;87
2020;06;"Antigua and Barbuda";183;33
2020;02;Cameroon;178;0
2020;05;Denmark;170;96
2020;10;Italy;169;16
2020;01;Netherlands;168;24
2020;09;Cyprus;168;24
2020;11;"New Zealand";165;46
2020;04;Thailand;162;27
2020;08;Vietnam;160;64
2020;03;Cyprus;153;45
2020;03;Malta;150;46
2020;11;"Antigua and Barbuda";150;9
2020;11;Singapore;142;46
2020;06;"South Korea";142;23
2020;07;"Antigua and Barbuda";138;62
2020;04;"Cayman Islands";137;40
2020;04;Italy;132;63
2020;10;Germany;130;72
2020;03;"Antigua and Barbuda";128;32
2020;02;Malta;127;33
2020;08;"Antigua and Barbuda";127;30
2020;02;Guyana;126;72
2020;07;Croatia;122;20
2020;10;Greece;121;42
2020;07;Thailand;120;37
2020;08;Greece;119;38
2020;07;Bahamas;112;35
2020;01;"United Arab Emirates";112;18
2020;08;"Isle of Man";112;5
2020;05;Portugal;111;40
2020;10;Bahamas;109;66
2020;07;Guyana;107;45
2020;04;Netherlands;104;36
2020;01;Bahamas;104;24
2020;01;Spain;103;6
2020;11;"Cayman Islands";99;32
2020;04;Luxembourg;98;6
2020;10;Thailand;96;17
2020;10;Japan;92;33
2020;04;Germany;90;34
2020;01;Thailand;87;18
2020;10;Switzerland;87;10
2020;04;Philippines;83;50
2020;03;Norway;83;24
2020;05;Netherlands;82;18
2020;12;Barbados;78;117
2020;04;Barbados;77;22
2020;06;Italy;76;12
2020;10;"South Korea";74;27
2020;01;Germany;74;9
2020;01;"Cayman Islands";73;40
2020;04;Vietnam;73;14
2020;07;"South Korea";72;4
2020;05;"Antigua and Barbuda";69;28
2020;06;"New Zealand";69;13
2020;04;Norway;68;24
2020;09;Thailand;65;9
2020;02;Cyprus;62;18
2020;10;Denmark;59;18
2020;09;Philippines;59;12
2020;12;Japan;56;15
2020;07;Greece;55;15
2020;10;"Antigua and Barbuda";49;19
2020;05;"United Kingdom";48;20
2020;05;Thailand;48;10
2020;02;Bahamas;45;14
2020;07;Netherlands;43;4
2020;01;Philippines;42;48
2020;12;"Bosnia and Herzegovina";41;41
2020;06;Denmark;41;37
2020;09;Jordan;40;8
2020;01;"Antigua and Barbuda";39;10
2020;10;Philippines;36;37
2020;11;Belgium;36;6
2020;03;Denmark;35;9
2020;07;Germany;34;9
2020;11;Vanuatu;31;18
2020;07;Taiwan;30;18
2020;01;Bangladesh;30;4
2020;12;Iran;29;18
2020;08;"Cayman Islands";29;11
2020;12;"South Korea";28;12
2020;11;Comoros;25;9
2020;02;Switzerland;25;8
2020;06;Poland;25;7
2020;03;Spain;24;22
2020;06;Philippines;23;18
2020;06;Greece;22;3
2020;11;Switzerland;21;3
2020;05;Montenegro;20;10
2020;03;Philippines;20;9
2020;09;Taiwan;19;5
2020;05;Poland;17;8
2020;07;Sweden;17;4
2020;07;"United Kingdom";16;9
2020;02;Thailand;15;3
2020;10;Bahrein;14;5
2020;05;Bahrein;14;3
2020;01;Chile;13;11
2020;09;Argentina;13;5
2020;06;Jordan;12;4
2020;10;"Bosnia and Herzegovina";11;4
2020;01;India;10;7
2020;05;Cyprus;10;4
2020;02;Greece;9;3
2020;08;Sweden;7;2
2020;02;Japan;7;1
2020;08;Poland;6;2
2020;08;Tuvalu;4;2
2020;02;Germany;2;1
2019;07;Paraguay;847140;507179
2019;06;Paraguay;721979;437955
2019;04;Paraguay;467755;284649
2019;03;Paraguay;433947;256350
2019;09;Paraguay;389828;286050
2019;05;Paraguay;361446;216306
2019;08;Paraguay;197199;127407
2019;11;Paraguay;193290;146009
2019;02;Paraguay;149771;82859
2019;08;Netherlands;147696;44783
2019;07;"United States";124704;39111
2019;12;Paraguay;123004;96984
2019;11;China;121908;27387
2019;05;China;112929;49208
2019;10;Paraguay;108192;88962
2019;10;"United States";94819;22132
2019;06;"United States";66737;24923
2019;09;China;54737;22176
2019;03;Haiti;54155;33000
2019;01;"United States";51008;19480
2019;12;"United States";47058;10562
2019;07;France;42390;13500
2019;04;"United States";41020;15671
2019;10;"United Kingdom";39376;5957
2019;04;China;37904;6349
2019;06;"United Kingdom";35090;7270
2019;11;"United States";31663;13181
2019;05;"United States";29061;10831
2019;12;Haiti;28175;17478
2019;08;"United Kingdom";26992;5763
2019;02;Switzerland;24898;1800
2019;03;"United States";24726;9049
2019;03;Japan;24597;9588
2019;08;Curaçao;23107;13258
2019;08;"United States";23012;6583
2019;04;"United Kingdom";22520;4906
2019;01;Japan;21126;7226
2019;08;France;20577;4339
2019;01;Germany;19350;2160
2019;07;Haiti;18953;12825
2019;09;Nigeria;17375;9720
2019;07;Japan;17356;8131
2019;05;Peru;17107;9720
2019;06;China;16580;12267
2019;11;Uruguay;16533;5565
2019;10;Haiti;15885;10020
2019;08;China;15690;5621
2019;02;"United States";15237;3483
2019;01;Paraguay;15170;768
2019;11;Japan;15125;7546
2019;10;Nigeria;14496;14410
2019;01;China;14302;5271
2019;07;Curaçao;13967;10260
2019;09;Haiti;12635;8550
2019;11;"United Kingdom";11070;2619
2019;12;Curaçao;10837;3574
2019;07;Portugal;10419;2211
2019;11;"Czech Republic";9619;1215
2019;12;Portugal;9452;1955
2019;09;"United Kingdom";9360;3015
2019;06;Portugal;9064;1985
2019;08;Portugal;8527;2808
2019;02;Curaçao;8423;2816
2019;07;"Hong Kong";8206;1581
2019;02;Luxembourg;7803;1125
2019;03;"United Kingdom";7230;1217
2019;02;Japan;7221;1696
2019;09;"United States";7168;2506
2019;10;Portugal;6785;2587
2019;05;"Czech Republic";6772;900
2019;04;Singapore;6658;1516
2019;09;Liberia;6550;475
2019;06;Japan;6290;2128
2019;07;China;6278;1572
2019;11;Belgium;6002;1530
2019;10;Belgium;5888;900
2019;04;Nigeria;5842;3150
2019;05;Curaçao;5735;4051
2019;03;"Hong Kong";5649;1134
2019;09;Portugal;5613;2121
2019;05;"United Kingdom";5499;1033
2019;02;Portugal;5238;1229
2019;05;Portugal;4893;1003
2019;07;Australia;4683;1162
2019;12;Ghana;4523;3218
2019;04;Portugal;4480;1036
2019;01;Suriname;4225;2925
2019;04;Germany;4010;540
2019;10;Panama;3983;831
2019;06;Canada;3828;856
2019;02;Guatemala;3572;756
2019;08;Malta;3513;598
2019;12;Switzerland;3511;396
2019;05;"Hong Kong";3404;715
2019;04;"Hong Kong";3215;818
2019;01;Portugal;3183;575
2019;11;Panama;3152;656
2019;12;"Hong Kong";3143;760
2019;07;Guatemala;3003;442
2019;08;"Hong Kong";2959;666
2019;11;"Hong Kong";2951;795
2019;10;"Hong Kong";2941;943
2019;08;Panama;2826;537
2019;10;China;2820;1732
2019;04;Ghana;2804;2250
2019;01;France;2794;297
2019;03;Portugal;2757;664
2019;10;"New Zealand";2731;477
2019;08;Luxembourg;2578;383
2019;10;"Marshall Islands";2526;542
2019;05;Singapore;2449;543
2019;01;"United Kingdom";2426;493
2019;06;Panama;2379;570
2019;03;Panama;2196;878
2019;03;China;2189;298
2019;07;Canada;2184;473
2019;12;Guatemala;2140;404
2019;07;Panama;2114;507
2019;09;"Hong Kong";2062;540
2019;03;"Marshall Islands";2057;3315
2019;10;Colombia;1999;898
2019;01;Uruguay;1963;623
2019;04;Panama;1922;764
2019;11;Portugal;1888;404
2019;11;Liberia;1852;746
2019;02;Panama;1818;702
2019;12;Panama;1811;579
2019;01;Panama;1723;353
2019;05;Panama;1693;1189
2019;02;"United Kingdom";1659;258
2019;01;Ghana;1618;1125
2019;11;"Marshall Islands";1582;510
2019;09;Panama;1577;490
2019;07;Liberia;1571;339
2019;02;"Hong Kong";1455;290
2019;01;"Hong Kong";1441;333
2019;10;Liberia;1432;720
2019;06;"Hong Kong";1395;578
2019;01;Singapore;1370;454
2019;06;Liberia;1356;221
2019;08;Singapore;1355;300
2019;05;"Marshall Islands";1317;791
2019;12;France;1312;155
2019;12;"Marshall Islands";1309;250
2019;04;Liberia;1307;280
2019;08;"Marshall Islands";1300;647
2019;12;Singapore;1298;403
2019;02;China;1283;675
2019;11;Singapore;1237;301
2019;01;"Marshall Islands";1222;271
2019;08;Liberia;1205;431
2019;03;Singapore;1174;461
2019;01;Liberia;1136;309
2019;09;"Marshall Islands";1125;205
2019;10;"United Arab Emirates";1101;225
2019;03;"United Arab Emirates";1101;225
2019;07;"Marshall Islands";1072;251
2019;11;Ghana;1064;1080
2019;12;Liberia;1050;260
2019;11;Italy;996;450
2019;05;Malta;956;314
2019;05;Liberia;952;410
2019;07;Philippines;942;281
2019;04;Angola;912;270
2019;07;Singapore;908;288
2019;10;Singapore;899;134
2019;07;Bahrein;896;148
2019;09;Norway;868;174
2019;12;Malta;853;198
2019;05;Luxembourg;832;158
2019;03;Liberia;765;180
2019;03;Sweden;762;30
2019;06;Guyana;759;300
2019;09;Spain;740;1791
2019;07;Bahamas;739;83
2019;01;"Sierra Leone";717;18
2019;04;Norway;711;97
2019;08;Japan;682;157
2019;02;Malta;672;1317
2019;04;Malta;641;339
2019;12;Japan;639;159
2019;12;Germany;612;57
2019;07;Malta;578;490
2019;02;"Antigua and Barbuda";574;37
2019;02;Belgium;546;54
2019;04;"Marshall Islands";517;142
2019;05;Suriname;513;280
2019;12;China;501;116
2019;07;Germany;499;24
2019;06;Singapore;493;362
2019;11;Greece;484;90
2019;09;Singapore;461;147
2019;06;"Marshall Islands";450;56
2019;03;Malta;439;102
2019;08;Canada;431;192
2019;12;Spain;410;1723
2019;06;Malta;410;75
2019;05;Japan;393;129
2019;01;Cyprus;390;91
2019;12;Thailand;385;54
2019;02;"Marshall Islands";382;117
2019;12;Norway;379;117
2019;04;Canada;366;52
2019;04;Bahamas;349;108
2019;10;Bahrein;344;165
2019;11;Philippines;329;107
2019;08;Bahamas;327;71
2019;09;Malta;308;100
2019;08;Guyana;302;43
2019;03;Bahrein;292;32
2019;08;Denmark;292;24
2019;06;Bahamas;289;49
2019;10;Japan;283;87
2019;01;Norway;281;40
2019;10;Barbados;278;20
2019;10;"Antigua and Barbuda";265;44
2019;05;Bahrein;253;69
2019;02;Guyana;250;81
2019;08;Norway;239;6
2019;12;"United Kingdom";238;58
2019;01;Malta;237;78
2019;02;Liberia;234;62
2019;09;Philippines;222;46
2019;06;Norway;222;44
2019;12;Bahrein;221;45
2019;03;Denmark;220;223
2019;12;Philippines;212;57
2019;09;Bahamas;206;139
2019;01;Peru;204;36
2019;10;Spain;200;24
2019;09;Greece;187;12
2019;12;Italy;182;74
2019;11;Malta;181;60
2019;09;Japan;180;98
2019;09;"Antigua and Barbuda";180;28
2019;07;Norway;175;93
2019;03;Cyprus;170;38
2019;03;Bahamas;164;40
2019;03;Italy;161;31
2019;01;Greece;156;64
2019;10;Bahamas;156;44
2019;11;Bahamas;155;29
2019;05;Bahamas;153;18
2019;12;Greece;151;34
2019;05;Cyprus;150;36
2019;01;Bahamas;146;47
2019;10;Norway;146;10
2019;02;Singapore;145;25
2019;11;Cyprus;142;47
2019;07;"United Kingdom";141;42
2019;07;Netherlands;140;36
2019;12;"Isle of Man";139;18
2019;06;Bahrein;135;22
2019;05;Italy;125;14
2019;04;Greece;123;46
2019;02;Cyprus;121;29
2019;01;"Antigua and Barbuda";120;38
2019;03;Germany;117;12
2019;11;"Antigua and Barbuda";117;11
2019;05;Belgium;112;14
2019;01;Malaysia;110;48
2019;04;"Antigua and Barbuda";110;24
2019;08;Greece;107;27
2019;11;"South Korea";106;48
2019;01;Philippines;105;36
2019;05;"New Zealand";102;23
2019;03;Norway;101;15
2019;10;Malta;98;16
2019;09;Netherlands;94;41
2019;07;"South Africa";94;26
2019;03;Gibraltar;94;22
2019;09;Germany;91;33
2019;07;Greece;87;28
2019;05;Denmark;86;17
2019;03;Netherlands;84;13
2019;05;Germany;84;12
2019;11;Switzerland;78;24
2019;01;"Cayman Islands";78;18
2019;04;"South Korea";76;14
2019;04;Philippines;74;18
2019;12;Cyprus;72;28
2019;11;Canada;70;12
2019;01;Angola;69;27
2019;01;India;68;16
2019;12;Taiwan;67;12
2019;04;Turkey;63;56
2019;10;Turkey;60;8
2019;03;Barbados;59;6
2019;06;Cyprus;58;16
2019;02;Barbados;57;9
2019;02;India;56;4
2019;09;Cyprus;55;18
2019;08;Philippines;55;18
2019;12;Bahamas;53;13
2019;12;India;53;8
2019;05;Canada;53;5
2019;05;Greece;50;27
2019;11;Germany;48;10
2019;09;Montenegro;46;9
2019;05;Angola;43;24
2019;02;Italy;43;8
2019;06;Angola;41;24
2019;08;India;40;9
2019;05;"Isle of Man";36;10
2019;12;Vietnam;32;20
2019;05;Norway;30;21
2019;05;India;29;12
2019;03;Belize;29;9
2019;05;"Antigua and Barbuda";29;4
2019;12;"Cayman Islands";28;2
2019;08;Cyprus;27;12
2019;02;Germany;20;17
2019;09;Italy;20;6
2019;04;Thailand;18;19
2019;04;India;18;1
2019;10;Greece;17;5
2019;04;Switzerland;16;2
2019;11;Thailand;15;3
2019;06;"South Korea";12;9
2019;01;Thailand;11;10
2019;05;Netherlands;10;5
2019;07;Italy;10;1
2019;10;Philippines;10;1
2019;11;Benin;9;9
2019;06;Germany;8;8
2019;06;Netherlands;8;8
2019;08;Poland;8;4
2019;10;India;7;0
2019;07;Nigeria;6;5
2019;03;Philippines;6;4
2019;08;Qatar;5;0
2019;05;Guatemala;4;4
2019;02;Mexico;4;4
2019;07;Spain;3;3
2019;08;Ecuador;3;3
2019;04;Suriname;2;2
2019;07;Poland;2;1
2019;06;India;2;1
2018;08;Paraguay;1011290;599711
2018;07;Paraguay;860890;501044
2018;06;Paraguay;651647;378193
2018;09;Paraguay;595212;378819
2018;11;Paraguay;481015;297759
2018;05;Paraguay;447255;249050
2018;04;Paraguay;391555;219497
2018;03;Paraguay;317930;179744
2018;12;Paraguay;304514;193012
2018;02;Paraguay;149296;71363
2018;10;Paraguay;147170;88349
2018;01;Paraguay;132473;75945
2018;06;"United States";91987;14481
2018;08;"United States";78854;26698
2018;03;"United States";72220;28022
2018;08;"United Kingdom";67368;13964
2018;10;"United States";64158;19119
2018;01;"United Kingdom";62761;15601
2018;09;Haiti;57770;31800
2018;10;Haiti;57770;31800
2018;06;China;50486;13291
2018;11;"United States";45827;11639
2018;07;"United Kingdom";38484;9113
2018;02;Japan;35586;11070
2018;12;China;35006;9117
2018;02;Bolivia;34191;17909
2018;05;Sweden;33896;7963
2018;10;Japan;32540;11533
2018;01;Netherlands;32387;9450
2018;12;"United States";31410;10336
2018;10;"United Kingdom";29122;6583
2018;05;Haiti;28885;15900
2018;02;Belgium;27824;3717
2018;12;"United Kingdom";26731;6166
2018;06;Ireland;25767;7560
2018;10;Curaçao;24370;11738
2018;09;"United States";23892;9173
2018;06;"Czech Republic";20980;2712
2018;04;"United States";20952;8289
2018;03;"United Kingdom";20778;4995
2018;11;Chile;20590;4930
2018;11;Argentina;20445;5034
2018;10;China;20307;3701
2018;09;Canada;20050;4500
2018;01;"United States";19811;7218
2018;02;"United Kingdom";19560;4545
2018;11;Taiwan;18295;7560
2018;01;China;18141;4208
2018;10;Argentina;17209;4743
2018;04;Japan;17129;7110
2018;11;Germany;17011;4021
2018;08;Belgium;16934;2880
2018;08;Philippines;15944;9476
2018;08;Argentina;14995;4328
2018;12;Curaçao;14962;9450
2018;04;"United Kingdom";14905;3762
2018;08;France;13024;3902
2018;07;"United States";13020;5517
2018;11;"United Kingdom";12044;2020
2018;10;France;11588;2222
2018;11;Peru;10993;2825
2018;11;Uruguay;10967;2527
2018;10;Germany;10813;2669
2018;03;France;10672;1350
2018;08;Chile;10633;3100
2018;11;Spain;9879;2503
2018;06;Germany;9434;2084
2018;10;Chile;9284;2600
2018;01;Norway;9169;1260
2018;08;Portugal;8955;1932
2018;03;Colombia;8053;2239
2018;06;Japan;7964;1476
2018;01;Japan;7680;900
2018;08;Uruguay;7487;2146
2018;02;France;7355;2250
2018;01;Bolivia;7352;2023
2018;10;Portugal;7230;1441
2018;05;Luxembourg;6910;1080
2018;10;Uruguay;6815;2001
2018;03;Bolivia;6628;77
2018;11;Portugal;6440;1431
2018;12;Portugal;6437;1572
2018;09;Argentina;6421;1966
2018;08;Japan;6177;2106
2018;10;Colombia;6067;1620
2018;04;Singapore;6048;1512
2018;08;Cuba;5683;4772
2018;11;Colombia;5643;1330
2018;10;Spain;5453;1589
2018;06;Belgium;5188;450
2018;11;Ghana;5082;3150
2018;08;Nigeria;5000;4500
2018;12;Bolivia;4800;585
2018;08;Colombia;4683;1329
2018;06;Poland;4679;720
2018;11;Italy;4489;1194
2018;10;Ghana;4382;2700
2018;06;Bolivia;4380;945
2018;08;Peru;4157;1201
2018;08;Spain;4151;1240
2018;04;Luxembourg;4143;698
2018;08;Italy;3902;1158
2018;10;Italy;3801;1072
2018;05;"United Kingdom";3771;675
2018;08;Australia;3746;1200
2018;01;Germany;3743;900
2018;09;Uruguay;3563;1106
2018;02;"Hong Kong";3459;329
2018;08;Mexico;3327;973
2018;09;Singapore;3240;1080
2018;06;Curaçao;3206;2025
2018;06;Australia;3156;855
2018;09;Spain;3124;920
2018;05;"New Zealand";3032;507
2018;08;Germany;2912;838
2018;10;Mexico;2891;827
2018;12;Belgium;2866;450
2018;10;Peru;2845;860
2018;11;France;2731;749
2018;11;"New Zealand";2533;462
2018;11;Mexico;2521;692
2018;12;Ghana;2371;1890
2018;08;"São Tome and Principe";2357;2184
2018;09;Chile;2280;727
2018;06;France;2198;450
2018;09;Portugal;2166;450
2018;10;"Hong Kong";2043;601
2018;09;Colombia;1811;550
2018;05;"United Arab Emirates";1762;360
2018;12;Panama;1627;883
2018;08;Ghana;1625;1260
2018;12;"Marshall Islands";1623;612
2018;09;China;1539;375
2018;11;"Hong Kong";1513;372
2018;09;Peru;1360;425
2018;12;Liberia;1298;283
2018;07;Nigeria;1250;675
2018;10;Singapore;1145;361
2018;01;Curaçao;1140;720
2018;09;Italy;1053;329
2018;09;"United Kingdom";1051;328
2018;09;Germany;1046;325
2018;09;Mexico;993;308
2018;11;Liberia;987;221
2018;12;Japan;746;310
2018;12;Angola;710;477
2018;09;France;706;215
2018;12;Sweden;667;99
2018;11;China;642;138
2018;12;Singapore;596;140
2018;12;"Hong Kong";557;136
2018;12;Malta;467;191
2018;10;Liberia;456;101
2018;11;"Marshall Islands";452;197
2018;12;Norway;452;22
2018;11;Panama;391;167
